발짓 0 1 2
오래되서 5 5 4
팸 2 1 1
룸살롱 1 0 3
떨어져요 6 0 4
에멧 1 0 2
내줘 1 0 2
재밌더군 2 2 4
주고싶은데 12 4 5
찾은이래 1 0 4
없어지냐 1 0 4
ㅡㅡㅡㅡ 5 0 4
앵앵거려서 1 0 5
붙여 12 1 2
슈렉 20 22 2
+_+; 0 1 4
since 0 1 5
죽고싶냐 4 1 4
해보였던 0 1 4
라크 2 0 2
뺏어가는 1 1 4
나갔는데 2 0 4
18:34 1 0 5
기두 0 2 2
찝찝하지만 0 1 5
성숙하다 1 0 4
소박하면서도 0 2 6
되는거 31 20 3
똥꽄 1 0 2
좋았고 17 235 3
열악함은 1 0 4
염색머리 1 1 4
반갑네요 0 6 4
퀘 3 3 1
수트 3 10 2
갈아입지 1 0 4
듣다내가 1 0 4
사왔는데 0 1 4
때리고있었어요 0 1 7
방세옥 0 1 3
자가 18 14 2
클라스 27 32 3
돋보이긴 1 0 4
실려가구 1 0 4
하는것이아니라 0 1 7
공찬 0 3 2
없는줄 1 0 3
그립습니다 5 11 5
새롭운 0 1 3
왜왕 1 0 2
manifique 0 1 9
나타난데 0 1 4
사투 6 11 2
쥑임 2 1 2
위관 1 0 2
이은성 0 1 3
안쓰러웠음 2 0 5
바람 145 114 2
베볼 1 0 2
잘라라 1 0 3
뽑은것 0 1 3
희재 1 1 2
진짜 4691 4513 2
쓸까 2 4 2
마가리타 0 1 4
페미나치 2 0 4
로켄 2 0 2
>=< 0 1 3
겸연쩍게 0 1 4
끔찍해야 1 0 4
움직인는 0 1 4
은씨 0 2 2
생각나는건 5 5 5
졎 0 1 1
이럴거라고 1 1 5
쏘며 0 1 2
유쾌할수가있나 1 0 7
띠껍 1 0 2
강정훈 2 0 3
쳐주겠네 0 1 4
펼치지 0 1 3
나왔다하지만 1 0 6
당할듯 1 1 3
만이네 1 0 3
큰누나 0 1 3
이우 0 1 2
짜증나니깐 1 0 5
동안자기전에봤습니다 1 0 10
노네요 1 0 3
느끼는건데 3 1 5
삼청교육대 1 1 5
서산 1 1 2
....//// 1 0 8
불가능해 1 0 4
껴서 17 7 2
빼고는다 1 0 4
적으라고 0 1 4
솜사탕 1 3 3
고이 8 3 2
꼭지점댄스 0 1 5
느껴집니다 3 14 5
드립치지마라 1 1 6
ㅋㄱㅋ 5 2 3
~~!!^^ 0 3 6
다이노 4 0 3
.^ 0 3 2
찔렀으니 0 1 4
반가웠습니다 0 1 6
논거고만 1 0 4
있겠지하고 3 0 5
싸우는거 3 1 4
잘은 0 1 2
뛰어내린 0 1 4
존트라블타 1 0 5
박죽 2 0 2
이거보먄 0 1 4
비싼 35 5 2
운하 1 0 2
준다는 6 9 3
커진만큼 1 0 4
잔인하려나 1 0 5
들려주실지 0 1 5
뒤흔드 0 1 3
슬퍼지려 0 1 4
신거겠죠 1 0 4
경호원 4 0 3
높네여 1 0 3
ex 1 0 2
있을꼬 0 1 3
재미있던것 1 1 5
안좋은데 1 0 4
쭈욱쭉 0 1 3
되었어야 1 1 4
크드 1 0 2
놓았다 1 11 3
육년 0 1 2
카셀 1 2 2
받아들여 2 1 4
앀 0 1 1
살쪄서 1 0 3
받을듯 2 2 3
박은수 1 1 3
박흥숙 1 0 3
띈다 0 4 2
넣지말라고 1 0 5
얼룩소 1 0 3
때려 65 23 2
없는대 4 1 3
잼이엇다 0 2 4
크고나서 0 2 4
!// 0 1 3
육신 1 1 2
착한도 0 1 3
매긴다는건 0 1 5
힘들었던건 1 0 5
의미론 1 0 3
미치것다 1 0 4
일후 2 2 2
사로잡기에 1 0 5
깎 1 0 1
가한거밖에 1 0 5
하였을거다 0 1 5
used 0 1 4
ㅎㅎㅎ 87 321 3
세밀 3 12 2
녹음테이프 0 1 5
어두침침한 2 0 5
지장 6 1 2
픽처스 0 1 3
...!!!! 2 4 7
멈추어 0 1 3
괜찮더라구요 0 1 6
더구나 7 4 3
헙 2 0 1
끊겨 1 0 2
약한데다가 1 0 5
ㅣㅆ 0 3 2
채민해 1 0 3
훈훈해질 0 1 4
부족한데 2 3 4
퀵앤 1 0 2
껄떡 1 0 2
있는다고 1 0 4
끔찍하기라도 1 0 6
꾸고싶어하는 0 1 6
할수있었기에 0 1 6
상당한 17 35 3
지나서야 1 7 4
회의 17 9 2
두려울수도 0 1 5
모르갯슴 1 0 4
깔끔했다 0 2 4
하는거람 1 0 4
이렇네 2 0 3
리본 1 1 2
였어여 2 2 3
돌아다니는걸 1 0 6
강해지는군요 0 1 6
잗같 0 1 2
그렁 1 3 2
굉장했지요 0 1 5
잊어서는 0 2 4
Justice 1 1 7
살고있다는 0 1 5
33분 1 1 3
말똥말똥해주게 0 1 7
드느 0 1 2
지침 4 5 2
!!!!!!!!!!!!!!!!!!!!!!!!!!!! 0 1 28
제구 0 1 2
아이큐 11 1 3
사기치는것도 1 0 6
였음 168 196 2
바좀 1 0 2
아벨 0 1 2
Kieslowski 0 1 10
가시진 0 1 3
비웃음 8 1 3
십슈레긔 1 0 4
이타 2 1 2
나올수가 9 8 4
home 2 2 4
다마 2 3 2
재밌겠지 5 0 4
사화 0 2 2
벗기면 2 0 3
놀랏 0 1 2
하는지요 1 0 4
찍겠다 7 1 3
왜케또 1 0 3
혀 40 14 1
선곡 3 4 2
재미있오 0 1 4
혜광 0 1 2
천박함에 1 0 4
거위 1 2 2
사보고싶네요 0 1 6
비슷하게하며 1 0 6
살찐거 1 0 3
길다는걸 2 0 4
뻔하네용 1 0 4
그나 6 2 2
낫어요 0 3 3
패닝 15 18 2
만드시나요 0 1 5
어스시 0 1 3
후회됨 7 4 3
할수있으며 3 1 5
AM 2 3 2
델다 1 0 2
왠만해서는 5 4 5
알았나 8 3 3
얹혔을 1 0 3
자기계발 1 1 4
받았다는걸 2 1 5
슬프다가 0 1 4
쪽팔려 6 1 3
드론 1 2 2
작업 21 9 2
다르더라고요 1 0 6
보고있는지 1 0 5
찍었구만 1 0 4
성내고 2 0 3
_ 61 106 1
맺어서 0 1 3
맛있던걸 1 0 4
촬영감독 4 1 4
채워 7 13 2
싫어하지 2 0 4
hack 1 0 4
................!? 1 0 18
남았을지언정 0 1 6
헤밍씨 0 1 3
쏟을 0 3 2
기관 5 2 2
뚫어놓은 1 0 4
먹방 11 8 2
시에나 2 1 3
노련하기보단 1 0 6
경우 59 27 2
서신애 1 3 3
대체복무 0 1 4
넹이벙 1 0 3
신선했지만 7 0 5
써주세요 6 3 4
6170 1 0 4
번만 13 17 2
맞을만 1 0 3
들어가는거 2 0 5
볼겸 0 1 2
크래 4 9 2
흔들거리 0 2 4
감성 171 311 2
실망할듯 4 0 4
고대소설 1 0 4
재미있긴하지만 0 1 7
나가이 3 0 3
황당 78 9 2
놀래라고 1 0 4
되냐구요 1 0 4
땟국 1 0 2
많으시겠어요 0 1 6
칼침 3 0 2
망칠려고 1 0 4
Continuity 1 0 10
MCU 0 2 3
따질 4 4 2
연인 33 91 2
xxx 5 1 3
인거다 1 0 3
장대 1 11 2
능뎅 0 1 2
뻣음 0 1 2
쪽팔림도 1 0 4
남긴건 0 1 3
자유로워 0 1 4
따라하려고 3 0 5
Edie 0 1 4
보리밥 1 0 3
없었던게 1 0 4
멋있게나오던데 0 1 7
5.2% 1 0 4
석권 0 1 2
oo 1 2 2
레이첼 18 40 3
젝키 3 5 2
잘생겨야 1 0 4
섹씬 1 1 2
만으로도 31 285 4
멋진거 0 1 3
적응하지못해 0 1 6
훨씬 272 249 2
학대 15 5 2
드러븐 1 0 3
할런 1 0 2
안봣을껄 1 0 4
좋고이 0 1 3
행선 3 0 2
김청 1 0 2
나갔다고 1 0 4
찮 3 4 1
뎌 5 4 1
재밋쎠 0 1 3
힘든것인가 1 0 5
홍성민 1 0 3
파인과 0 1 3
채은 0 1 2
만들어지는걸 0 1 6
오르네 0 2 3
빠따 3 2 2
^~^ 0 5 3
춤추다 1 1 3
신성모독 2 2 4
밀고가는듯 1 0 5
보러가야겠다 0 1 6
높았다는 0 1 4
보다끔 1 0 3
야쿠소쿠 1 0 4
이런다냐 2 1 4
될것도 1 0 3
이영은 3 2 3
가린가 1 0 3
이김 2 1 2
불편했는데 1 1 5
만드다 1 0 3
타일 0 1 2
을찾아다녓다는 0 1 7
퉤잇 1 0 2
따우야 0 1 3
꿰뚫어 0 2 3
가득하군요 0 1 5
좋아했었니 0 1 5
훌륭함은 0 1 4
ㅅㅂㅠ 0 1 3
낚였건 1 0 3
늘어날 0 2 3
업뎃 1 0 2
편리한 3 0 3
유해진 12 18 3
아파하며 0 1 4
유언 1 2 2
싸하다 2 2 3
부담스럽 0 3 4
넘못 2 0 2
알겟는데 7 0 4
우승 11 10 2
먼에게 3 1 3
일어났는데 2 2 5
Mbc 8 0 3
딥임펙트 0 1 4
맞는다고한 0 1 5
불편하고 28 7 4
재밌었던것 0 2 5
thought 0 1 7
윤경 0 1 2
이루어져있다 0 1 6
덮이는 1 0 3
묶겠다 1 0 3
처치 4 2 2
않고기 1 0 3
행 24 38 1
묵직하다 0 2 4
더재밋다길 1 0 5
적었을까 1 0 4
올릴라 1 0 3
끊을 4 0 2
기대이하였죠 1 0 6
laptop 0 1 6
끌어대 1 0 3
통상 1 0 2
격렬함 0 1 3
에그 2 1 2
둡 1 0 1
케이타 0 1 3
해라 135 81 2
제기랄 5 2 3
지루하다면 2 0 5
번지르르했고 1 0 6
떨어뜨려놨어 0 1 6
드러울 1 0 3
꿀릴 0 1 2
나뉘어진다면서요 0 1 8
메부 0 1 2
가까히 0 1 3
사뿐히 0 1 3
지루하디 2 0 4
세훈 2 2 2
급특유 0 1 3
고우나 0 1 3
웃겨여 0 1 3
큰지를 0 1 3
보소 70 28 2
까졍 0 1 2
궁전 0 1 2
미게 0 1 2
이뤄져서 0 1 4
누웠다가 0 1 4
정태 0 1 2
풍파 0 1 2
준이면 1 0 3
조종 5 4 2
라쳇 1 0 2
범두 1 0 2
2050년 0 1 5
림보 0 1 2
는데마 0 1 3
6.35 1 1 4
서강대 0 1 3
상형 0 1 2
쓸개 0 1 2
북극 3 7 2
보다가울 0 1 4
이상하네 10 5 4
포도나무 1 0 4
필요하것어 0 1 5
짜내지 0 3 3
받친다 1 0 3
넘과 2 0 2
다가오는게 1 0 5
이겠으나 0 1 4
들락날락 2 0 4
재미있었던데 0 1 6
망하기 4 0 3
많으십니다 2 1 5
,,.,., 1 0 6
모르겠으 1 0 4
그럴것이다 0 1 5
타카피 0 1 3
홈드라마 1 0 4
자지 9 2 2
정자 7 5 2
갑동이 0 1 3
숨쉬는자 0 1 4
웽크 2 1 2
없고아 1 0 3
밋밋해 1 1 3
잡을려다가 1 0 5
댑 1 1 1
쿵쾅거렸다 0 2 5
꼽을때 1 0 3
털어서 3 0 3
잡아먹구 1 0 4
경쇠 0 1 2
말란법 0 1 3
스카이림 1 0 4
호프 3 20 2
풀어가다가 1 0 5
아쉬운거 0 2 4
였다는거 1 0 4
뺏엇다 1 0 3
쳐진 5 0 2
슈퍼노바 1 4 4
괜히봣다 2 0 4
스렉의 1 0 3
이다지 2 4 3
올라오는데 0 1 5
배웟 1 0 2
하이랜더 1 1 4
봣던거 1 3 3
화중 12 53 2
거창하고 2 0 4
줄수 46 24 2
잔잔하긴 1 0 4
탄탄함에 0 2 4
쉬울 3 0 2
고말하더군요 1 0 6
공격 26 7 2
굉장했던 0 1 4
떴다고 1 0 3
이뿌더랑 1 0 4
전쟁 223 326 2
낫구만 1 1 3
였을지 1 0 3
견주어 0 2 3
넘사 1 0 2
미묘하게 0 4 4
팔로 0 2 2
제임스본드 2 3 5
슬림 0 1 2
인현왕후 2 2 4
밝혀질건 1 0 4
채우주는듯 0 1 5
떠오르네 1 4 4
백정 2 0 2
힘내라고도 0 1 5
가히 12 68 2
웃길수있는 1 0 5
따졌으면 1 0 4
아니내 0 1 3
무후 3 0 2
정예 4 1 2
다녀왔구요 1 0 5
한거랴 1 0 3
찾을텐데 1 0 4
MBOUT 1 0 5
만들었다길래 0 1 6
먼질 1 0 2
유치함까지 2 0 5
지루했다는건 1 0 6
유튭 0 1 2
렌즈 4 0 2
깟으 0 1 2
성실한 2 2 3
가지고있다는거 1 0 7
섞었으나 1 0 4
쩌넼 0 1 2
똑같으니까 0 1 5
박정식 0 1 3
라퓨타 3 5 3
63회 0 1 3
커스버트 5 1 4
동협 1 0 2
넘어가주자 1 0 5
닿을 0 5 2
도다리 0 1 3
야하긴하지만 0 2 6
은초딩 1 0 3
진지함이라니 1 0 6
WATER 1 0 5
도작인데 0 1 4
불려 1 1 2
자아냄 0 1 3
알아본다는게 1 0 6
느끼다니 1 0 4
울랄라세션 2 0 5
다녀오시길 0 1 5
절레절레 1 0 4
무서워하는데 2 0 6
하고 2747 2432 2
살의 3 13 2
자품 0 1 2
엉뚱하지만 0 4 5
알바로 5 0 3
높아서 110 3 3
계몽사상 1 0 4
젖통 2 1 2
짠거다 1 0 3
겪지 0 3 2
힘빠지는 2 0 4
하는가 38 21 3
쉴만큼 0 1 3
Africa 0 1 6
자애 1 2 2
진지했으면 1 0 5
거열형 0 1 3
살고있는거라 0 1 6
마지못해 1 0 4
0.39 1 0 4
진부할수가 1 0 5
허우적대는 2 0 5
겉도 11 1 2
단단함이 0 1 4
불렀냐 1 0 3
하는것이거늘 1 0 6
역류 4 1 2
놔두라고 1 0 4
상관없이 13 14 4
폐지 76 30 2
보내자 0 1 3
브라가 1 0 3
서지영 0 1 3
났다는 1 1 3
싶더니 13 5 3
요리 50 46 2
벗으려면 2 0 4
;""" 0 1 4
부드러워졌다고 0 1 7
메카물 1 2 3
사고싶어질 1 0 5
빛났 0 1 2
개쓰랙 2 0 3
9.8 1 2 3
무왜 0 1 2
일가 2 2 2
처참해져 1 0 4
의주 1 1 2
잠도 10 10 2
초에 1 0 2
설욕 1 0 2
♥♥♥♥♥ 0 10 5
도트락 0 1 3
사른다 0 1 3
했건만 6 0 3
애무 1 1 2
있는데말 1 0 4
뺏아 2 0 2
안되긴 0 2 3
많이하고 6 0 4
시품 0 1 2
담백하다 0 3 4
아비규환 0 1 4
망청 1 0 2
나온다기에 2 0 5
하겠다만 1 0 4
즈 69 94 1
별의별 2 1 3
전남친 2 0 3
패트레이버 7 0 5
개떡같이 6 0 4
성함 39 6 2
마음작용 0 1 4
헐이 1 0 2
사먹고 2 0 3
걸어왔다 0 1 4
길들이 0 1 3
에어쇼 0 1 3
역겨웠다 12 0 4
되려면 3 2 3
떠돌다 1 1 3
중국로케 1 0 4
달으려는 0 1 4
유치하기만 10 0 5
강렬하던데 0 1 5
녹화 11 21 2
잤거 1 0 2
괜찮내요 0 1 4
살려내었다 0 1 5
보냈나 1 1 3
뒤늦게나마 2 0 5
불과할텐데 1 0 5
낭비했 1 0 3
이미 156 114 2
나아지겠지 2 0 5
도화선 4 1 3
흘러나오는 5 16 5
버티게 0 1 3
짜못 1 0 2
물리치는거 0 1 5
입었는데도 0 1 5
50만 1 1 3
받긴 2 0 2
보지말든 1 2 4
♥＼ 0 2 2
있습니다 38 177 4
은커녕 8 0 3
남길려고 2 1 4
무용지물 3 1 4
따분하긴 1 0 4
덮었다 1 0 3
틀린말 0 1 3
어술 1 0 2
아름다우나 2 0 5
갈아타야지 3 0 5
딸리는게 1 1 4
숨통 1 1 2
지켜도 1 0 3
YooHoo 0 1 6
알차지 1 0 3
쳐다보는데 0 1 5
SAT 1 0 3
^.~ 0 3 3
게것 1 0 2
하고싶습니다 1 0 6
비누방울 0 1 4
대단한데요 0 1 5
이상하더라 2 0 5
더랬 2 1 2
목구멍 2 1 3
감격 0 16 2
기억나는거라곤 1 0 7
된이었어 0 1 4
여기 335 228 2
느껴지진 0 1 4
안타까워고 0 1 5
졸리니의 0 1 4
작지않은시간가을동화처럼송혜교의남매의사랑감동느끼고싶어밨는데좌절이다 1 0 35
삐뚤어져야 1 0 5
중경상 1 0 3
몆컷 1 0 2
재밌어하실듯 1 0 6
것멋 2 0 2
저랬을것이다 0 1 6
텍사스 3 3 3
째건 1 0 2
난다당 1 0 3
않나옵니다 2 0 5
부족전쟁 0 1 4
자는것인지 1 0 5
울렸던 0 2 3
;;;;) 2 0 5
설렌건 0 1 3
요란해 1 0 3
지겹다면 0 1 4
단성사 0 5 3
보던말던 1 0 4
따뜻해지고 1 20 5
알아듣지 1 0 4
ㅏㅎ 2 0 2
데우고 1 0 3
밤씬 1 0 2
빠져들수 0 3 4
보완 7 4 2
도살 3 1 2
텔레토비 1 0 4
_. 0 1 2
치트 1 0 2
살인범이다 0 1 5
챙겨주고 1 0 4
황도 1 0 2
제갈 2 0 2
보듬어주는 0 2 5
벌어졌던 0 1 4
정신대 1 0 3
남주보다 1 0 4
사랑스럽 2 1 4
잡숩 1 0 2
필요하지만 2 4 5
오블리비언 0 1 5
쉽구먼 0 1 3
해주던지 1 0 4
Bardem 1 0 6
어의 41 9 2
볼수있을까요 1 1 6
날밤 0 1 2
성폭력 1 1 3
파국 1 8 2
익숙하더라 0 1 5
40~50 1 1 5
데터 1 0 2
친일 17 8 2
있을테니 1 0 4
연남생 0 2 3
논산훈련소 0 1 5
노이어 1 0 3
지루하거나 0 1 5
말나 1 0 2
교란 1 0 2
나서주거라 1 0 5
나무랄데 1 4 4
덷 1 0 1
선합니다 0 2 4
..// 1 0 4
우주견공 0 1 4
찍었어야 1 0 4
레이 38 52 2
아쉬어요 0 1 4
묻혔 0 1 2
망하것어 1 0 4
커졌다 0 3 3
강렬했지만 0 1 5
가쉽 1 1 2
끝날 78 73 2
치우죠 0 1 3
탑블 2 1 2
스뮤 0 1 2
죽는다랑 1 0 4
피어나는 1 6 4
섹신 1 0 2
커는 3 1 2
盧 7 1 1
누워있네 1 0 4
짜증난다고 3 1 5
차이겠지만 1 0 5
,,,,,,, 4 2 7
떠나가 1 0 3
핵좀 1 0 2
11시간 1 0 4
포심 6 6 2
인권 26 34 2
가난한 12 10 3
쓰라리고 0 1 4
미쳤넼 2 0 3
풀릴거 1 0 3
닉임 1 0 2
세련되게 2 8 4
편했음 0 2 3
~~~~~~~~~~~~~~~~~~~~ 1 0 20
미드나 1 0 3
올려줘야 0 2 4
)"" 3 3 3
여민주 0 1 3
흘린거 1 0 3
별가 1 0 2
제왑 0 1 2
영화배우 15 18 4
이었거나 1 0 4
뮁미 1 0 2
;;? 4 0 3
어이없겠지만 0 1 6
가모 2 4 2
복수혈전 4 2 4
.....… 1 0 6
밋밋햇 0 1 3
이루어진다를 1 0 6
재미있군요 0 5 5
하실게 1 0 3
쓰길 2 0 2
샬롯 1 11 2
닿을텐데 0 1 4
기다림이었다 0 1 6
빨다 1 0 2
봉구 2 0 2
슬퍼서 7 35 3
어지러워 4 0 4
앞니 2 0 2
보면진 1 0 3
적당한거 1 1 4
셀카 2 1 2
잘살수 0 1 3
꿈꾸게 0 7 3
이미숙 7 12 3
불시 2 2 2
긴데 12 6 2
웃겠네 1 0 3
야박하고 1 0 4
예쁘시던데 1 0 5
야하든지 1 0 4
많아여 0 1 3
그러길래 2 2 4
성해 16 2 2
귓방맹 2 1 3
견고하고 0 1 4
알맞음 2 1 3
여야 18 14 2
엘리야 0 1 3
byebye 1 0 6
바라보려고 1 0 5
야해여 1 1 3
즐기시라 1 0 4
감기하면서 2 0 5
흘릴수도 0 1 4
재미없나요 2 0 5
했을지도 4 2 4
이었네 7 8 3
뿜어내는 2 4 4
싸이월드 2 0 4
찯 0 1 1
흘러가나 1 0 4
사다코 22 9 3
카니시 0 1 3
변하였다 1 0 4
볼수있었던 1 4 5
살찌게 1 0 3
tkfalksdmoasdvabaeth 0 1 20
리산드라 1 0 4
쉬웠는데 1 0 4
백이 4 3 2
버거 4 0 2
슨놈 1 0 2
익숙해서 0 1 4
훈녀 2 15 2
스스펙트 0 1 4
줄테니 7 1 3
에네스 4 0 3
내버렸네요 1 0 5
탁재 1 0 2
들말고 0 2 3
중요했던듯 0 1 5
독히 0 1 2
인디아 1 0 3
지치게 5 0 3
잡네요 0 1 3
☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆◐◑※ 0 1 125
찾느라 2 4 3
그땐 8 40 2
깜찍하고 1 2 4
쉐키들 1 0 3
많아졌다고 1 0 5
만수르 1 0 3
역이었군 0 1 4
?!?!!?!! 0 1 8
예뻤네 2 1 3
받으소서 0 1 4
할수있었다 0 2 5
미하듯 0 1 3
냈을 4 0 2
잔악함에 1 0 4
접하다고 1 0 4
화재 16 9 2
보으리 1 0 3
윤종신 4 2 3
본시 1 1 2
일본제국 2 2 4
알려주는군 0 1 5
찌나서 1 0 3
젊은가수가 0 1 5
기색 0 1 2
몰두하는게 1 0 5
99% 2 6 3
압구정 5 2 3
꼴 160 23 1
들인거야 1 0 4
담아 14 70 2
힘들겠네 2 0 4
어라냐 0 1 3
이넹 1 0 2
어울어 0 2 3
웅역 0 2 2
addicted 1 0 8
파안 0 1 2
없었던것 3 1 4
간암 0 1 2
꿰어 4 0 2
잊어버리게 0 1 5
김서라 0 1 3
이렇까 2 0 3
도인 3 1 2
풍식 0 1 2
즐겁진 1 0 3
적이에 0 4 3
가는군요 1 1 4
visions 0 1 7
0.0001% 1 0 7
꺇 0 1 1
봐왛 0 1 2
나오신다 0 2 4
죽이구 2 1 3
KKK 0 2 3
되셨어요 1 0 4
나쁘닼 1 0 3
골든타임 8 3 4
바꾸셔야 2 0 4
맹숭하 1 0 3
되었는데요 0 6 5
찌게 2 0 2
작이라는게 0 2 5
낄낄대고 1 1 4
나겠냐 1 0 3
^~!!!!!!!!! 0 1 11
잠수함 6 24 3
얻었다 4 7 3
산낙지 2 0 3
생기는 11 12 3
애걸 0 1 2
행복했다면 0 1 5
삼대 1 0 2
패쌈 1 0 2
에디슨 0 1 3
레비아탄 1 3 4
흘르고 1 1 3
이임 2 4 2
키키킼 0 1 3
애달픈 0 2 3
영리하면 1 0 4
얕게 1 0 2
나쁘다는건 2 0 5
염두 4 5 2
중요하다고 2 3 5
관대해 1 0 3
애매하다고 0 1 5
신이였던 1 0 4
했을게 1 0 3
브렌 2 5 2
치코 0 2 2
떠나는게 3 0 4
베트멘 0 1 3
데쟈뷰 1 0 3
제임슨스타뎀 1 0 6
헤어지게 2 2 4
맴돈다 3 11 3
시기 43 68 2
재밌음 46 624 3
없어는데 0 1 4
필터 3 2 2
스트라이잰드 0 1 6
힘들겟다 1 0 4
쭉정이 1 0 3
냉소 5 17 2
겸손하게 0 1 4
tfvbvyt 0 1 7
답답해서못 2 0 5
편가자 0 1 3
씁쓸하나 0 1 4
쭐쭐이 1 0 3
독재정 2 2 3
끝난다고 1 1 4
준후 1 0 2
팔릴 1 0 2
돋네요 3 19 3
ㅡㅈ 0 1 2
☆☆☆☆☆ 0 1 5
추행 2 0 2
의외로 23 129 3
보여주는구나 3 1 6
없나 189 53 2
터질 7 10 2
잡아주는 0 1 4
1991년 1 5 5
여기있어서 0 1 5
재미없었네요 4 0 6
김민아 1 0 3
열애설 2 0 3
와아라 1 0 3
얽매인 0 1 3
무성의 9 2 3
손녀 12 4 2
좋아던 0 1 3
있던지 3 1 3
볼륜인것 0 1 4
이거잼슴 1 0 4
파운드 4 1 3
찾아보고가 0 1 5
장발 1 2 2
는길 1 1 2
담은듯 0 2 3
까하고 2 2 3
버진 1 0 2
안울고싶으면 0 1 6
시각장애인 3 7 5
찡했어 0 1 3
요게 0 2 2
드셨 1 0 2
팬서비스 3 4 4
WANTS 0 1 5
인고고고가고가고 0 1 8
분노할 2 1 3
막울고 0 1 3
권하기가 1 0 4
소름끼쳤음 0 2 5
칼잡이 0 1 3
밉다고 1 0 3
허비하는 1 2 4
좋겠는데 13 13 4
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 35 31 10
없이꼬우또꼬우 1 0 7
살리고 13 6 3
갑갑하게 0 1 4
없다에 2 1 3
까투리 0 2 3
찡해 1 3 2
확실한데 3 0 4
찍혔을 2 0 3
어수선한지 1 0 5
번질번질하게 1 0 6
성장해가요 0 1 5
물들며 0 1 3
웃겻 2 1 2
병정 2 0 2
강할수 1 0 3
지나간지 0 1 4
엘 16 35 1
걸어가던 0 1 4
조로아크 0 1 4
놰 0 1 1
실망했을듯 1 0 5
태연하게 1 0 4
클레 7 8 2
영역 6 13 2
한물갔네 2 0 4
부는데 1 0 3
파닥파닥 2 0 4
빌게 0 1 2
굼벵이 1 0 3
사전 7 22 2
너무한듯 5 1 4
화란 52 39 2
으로는 107 118 3
조잡하다는 1 0 5
같단 2 1 2
이스터섬 0 4 4
듣도 1 0 2
아쉬어도 0 1 4
풀었어도 1 0 4
이성호 1 0 3
업져 0 1 2
같은 1679 1278 2
나쁜도 0 1 3
나그네 0 1 3
하겠냐 1 0 3
ㅗㅗㅗㅗ 2 0 4
.......( 0 1 8
..-.,- 1 0 6
거쳐 2 3 2
무시 104 74 2
// 40 47 2
겨울왕국 20 37 4
닌어 1 0 2
이러더군요 1 0 5
왜일캐 1 0 3
앉으라고 2 0 4
평범했을 0 1 4
시청율 21 12 3
ㅋㅋㅋㅋㄱㄱ 0 1 6
명징 1 1 2
주민수 1 0 3
후련할 0 1 3
기립박수 4 13 4
윤소이 4 1 3
살려주었다 0 2 5
성열 3 2 2
된다니까 0 1 4
윌로비 1 0 3
달고나 4 2 3
색다르내 0 1 4
붙여서 3 1 3
나오나여 0 2 4
!!!!!!!!!!!! 5 9 12
떨지말자 1 0 4
깨졌다 2 2 3
섹시하다고 0 2 5
맞먹는다 0 1 4
나오기 11 28 3
망치다니 4 1 4
커져가는 1 1 4
이상한말로 1 0 5
엮으 0 1 2
젤위거빠들 1 0 5
새롭히는 0 1 4
산 211 67 1
어수선해서 1 0 5
엎드려서 0 1 4
친군 1 0 2
걸었느니 1 0 4
캔디 4 9 2
두려웠는데 0 1 5
밥딜런 1 2 3
잔잔하긴한데 1 0 6
민망하긴 1 0 4
씨부리는 1 1 4
만들면안 1 0 4
꺼내어서 1 0 4
재밌고 39 470 3
먹다가 7 4 3
자아내는 3 7 4
오래된거라 2 1 5
쨩 5 19 1
되랴 1 0 2
허진스 1 0 3
뽑으러 0 1 3
김준호 18 0 3
기억나냐 0 1 4
피곤했지만 0 1 5
치는구만 1 1 4
지내면 0 1 3
트립 3 0 2
웃엇움 0 1 3
같은건 20 13 3
찍었어야지 2 0 5
할수있기 0 1 4
대시는 1 0 3
오면는 0 1 3
낙마 1 1 2
나아졌다고 1 0 5
나긋나긋하면서도 0 1 8
Rings 0 1 5
많았고요 2 0 4
들어가지고 1 0 5
담담함이 0 1 4
유쾌함의 0 1 4
짓거 1 0 2
죽인거나 0 1 4
들었지 2 0 3
깜방가 1 0 3
매초 0 1 2
이개 5 2 2
어려운거야 1 1 5
옮겼으면 0 1 4
조잘조잘 0 1 4
이수정 15 0 3
하였지 1 0 3
뒤집어질 0 1 4
무신론 0 1 3
부었음 0 1 3
앗구 0 1 2
안마 3 1 2
해냈다고 0 2 4
극치 143 27 2
what 10 5 4
맞춥시다아 1 0 5
닮았을듯 1 0 4
한적해지는 0 1 5
속상합니다 2 1 5
내었다 1 0 3
나네 25 15 2
유지인 1 2 3
동민 0 3 2
외롭지 0 2 3
bibbidi 0 1 7
찐득찐득 1 0 4
잔잔합니다 1 0 5
맡아도 3 1 3
내놔도 3 3 3
색달라서 0 5 4
핵발전소 0 1 4
남극일기 2 1 4
죄송한말이지만 1 0 7
찌푸려지는 2 2 5
안주나여 1 0 4
가려워 1 0 3
그려놨구만 1 0 5
확찔러삘 1 0 4
강박 8 4 2
